book_id,isbn13,language_id,num_pages,publication_date,publisher_id,publisher_name_x,publisher_name_y,author,order_count,title
1561,9780143037279,2,154,2006-07-25,1476,Penguin Books,Penguin Books,Robert Baldick,2,Lock 14
1562,9780143037293,1,336,2006-07-25,1476,Penguin Books,Penguin Books,Stacy Horn,3,The Restless Sleep: Inside New York City's Cold Case Squad
1563,9780143037392,1,432,2006-07-25,1476,Penguin Books,Penguin Books,Jim Trelease,2,The Read-Aloud Handbook
1564,9780143037439,1,304,2006-06-27,1476,Penguin Books,Penguin Books,T. Coraghessan Boyle,3,Tooth and Claw
1565,9780143037484,1,272,2006-07-25,1476,Penguin Books,Penguin Books,Andrea Camilleri,3,Rounding the Mark (Inspector Montalbano  #7)
1565,9780143037484,1,272,2006-07-25,1476,Penguin Books,Penguin Books,Stephen Sartarelli,3,Rounding the Mark (Inspector Montalbano  #7)
1566,9780143037491,1,168,2006-05-30,1470,Penguin,Penguin,Jean-Jacques Rousseau,0,The Social Contract
1566,9780143037491,1,168,2006-05-30,1470,Penguin,Penguin,Maurice Cranston,0,The Social Contract
1567,9780143037514,2,128,2006-05-30,1470,Penguin,Penguin,Gareth Stedman Jones,2,The Communist Manifesto (Great Ideas)
1567,9780143037514,2,128,2006-05-30,1470,Penguin,Penguin,Friedrich Engels,2,The Communist Manifesto (Great Ideas)
1567,9780143037514,2,128,2006-05-30,1470,Penguin,Penguin,Karl Marx,2,The Communist Manifesto (Great Ideas)
1568,9780143037576,1,160,2006-05-30,1476,Penguin Books,Penguin Books,Alastair Hannay,2,Fear and Trembling
1568,9780143037576,1,160,2006-05-30,1476,Penguin Books,Penguin Books,Søren Kierkegaard,2,Fear and Trembling
1569,9780143037613,1,1017,2006-01-06,1476,Penguin Books,Penguin Books,Mary Gaitskill,1,Bleak House
1569,9780143037613,1,1017,2006-01-06,1476,Penguin Books,Penguin Books,Nicola Bradbury,1,Bleak House
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,X.J. Kennedy,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Billy Collins,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Garrison Keillor,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Hayden Carruth,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Philip Booth,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Elizabeth Bishop,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Howard Nemerov,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Jennifer Michael Hecht,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Thomas Hardy,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Kate Light,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Erica Funkhouser,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Donald Hall,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Louis MacNeice,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Stephen Dobyns,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Carl Dennis,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Mary Oliver,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Hilaire Belloc,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Liesl Mueller,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Grace Paley,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Charles Bukowski,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Henry Wadsworth Longfellow,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Carl Sandburg,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,David Ignatow,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Raymond Carver,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Patricia Hampl,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Robert Burns,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Robert Frost,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Stephen Dunn,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Wendell Berry,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,John Keats,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Maxine Kumin,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Rita Dove,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,E.E. Cummings,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,W.S. Merwin,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,William Blake,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Emily Dickinson,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Jane Kenyon,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Galway Kinnell,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Lawrence Raab,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,John Donne,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Jim Harrison,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Virginia Hamilton Adair,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Lawrence Ferlinghetti,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,John Berryman,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Kenneth Rexroth,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Herman Melville,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,W.H. Auden,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Noël Coward,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Sharon Olds,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Fleur Adcock,4,Good Poems for Hard Times
1570,9780143037675,1,344,2006-08-29,1476,Penguin Books,Penguin Books,Edna St. Vincent Millay,4,Good Poems for Hard Times
1571,9780143037682,1,288,2006-08-29,1476,Penguin Books,Penguin Books,Garrison Keillor,3,Homegrown Democrat: A Few Plain Thoughts from the Heart of America
1572,9780143037743,1,445,2006-08-29,1476,Penguin Books,Penguin Books,Zadie Smith,3,On Beauty
1573,9780143037750,1,933,2006-09-05,1476,Penguin Books,Penguin Books,Tony Judt,2,Postwar: A History of Europe Since 1945
1574,9780143037835,1,272,2006-09-05,1476,Penguin Books,Penguin Books,Yvon Chouinard,3,Let My People Go Surfing: The Education of a Reluctant Businessman
1575,9780143038092,1,288,2006-09-21,1476,Penguin Books,Penguin Books,Amy Tan,0,The Joy Luck Club
1576,9780143038108,2,416,2006-09-21,1476,Penguin Books,Penguin Books,Amy Tan,3,The Kitchen God's Wife
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Chris Ware,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Nick Hornby,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Hari Kunzru,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Colm Tóibín,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,David Mitchell,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Aleksandar Hemon,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Toby Litt,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,George Saunders,2,The Book of Other People
1577,9780143038184,1,304,2008-01-02,1476,Penguin Books,Penguin Books,Zadie Smith,2,The Book of Other People
1578,9780143038191,1,672,2006-10-03,1476,Penguin Books,Penguin Books,Margot Adler,2,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America
1579,9780143038313,2,160,2006-12-26,1476,Penguin Books,Penguin Books,David Watson,3,The Bar on the Seine
1579,9780143038313,2,160,2006-12-26,1476,Penguin Books,Penguin Books,Georges Simenon,3,The Bar on the Seine
1580,9780143038412,1,368,2007-02-01,1698,Riverhead Books,Riverhead Books,Elizabeth Gilbert,0,Eat  Pray  Love
1581,9780143038825,1,436,2007-03-01,1476,Penguin Books,Penguin Books,William Easterly,1,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good
1582,9780143039020,1,180,2004-08-31,1495,Penguin Classics Deluxe Editions,Penguin Classics Deluxe Editions,,5,The Quiet American
1583,9780143039037,1,384,2006-06-27,1493,Penguin Classics,Penguin Classics,,1,Selected Poems
1584,9780143039075,1,576,2005-01-25,1493,Penguin Classics,Penguin Classics,Christopher Prendergast,2,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2)
1585,9780143039099,1,197,2005-10-27,1476,Penguin Books,Penguin Books,Gillian Avery,2,The Wind in the Willows
1585,9780143039099,1,197,2005-10-27,1476,Penguin Books,Penguin Books,Kenneth Grahame,2,The Wind in the Willows
1586,9780143039105,1,594,2005-02-01,1493,Penguin Classics,Penguin Classics,Graham Greene,1,Complete Short Stories
1586,9780143039105,1,594,2005-02-01,1493,Penguin Classics,Penguin Classics,Pico Iyer,1,Complete Short Stories
1587,9780143039143,1,352,2006-02-28,1493,Penguin Classics,Penguin Classics,Robertson Davies,1,World of Wonders (The Deptford Trilogy  #3)
1587,9780143039143,1,352,2006-02-28,1493,Penguin Classics,Penguin Classics,Wayne Johnston,1,World of Wonders (The Deptford Trilogy  #3)
1588,9780143039150,1,240,2004-12-28,1493,Penguin Classics,Penguin Classics,E. Nesbit,4,Five Children and It
1588,9780143039150,1,240,2004-12-28,1493,Penguin Classics,Penguin Classics,Gillian Avery,4,Five Children and It
1589,9780143039167,1,1144,2005-09-27,1476,Penguin Books,Penguin Books,Sigrid Undset,5,Kristin Lavransdatter (Kristin Lavransdatter  #1-3)
1589,9780143039167,1,1144,2005-09-27,1476,Penguin Books,Penguin Books,Brad Leithauser,5,Kristin Lavransdatter (Kristin Lavransdatter  #1-3)
1589,9780143039167,1,1144,2005-09-27,1476,Penguin Books,Penguin Books,Tiina Nunnally,5,Kristin Lavransdatter (Kristin Lavransdatter  #1-3)
1590,9780143039228,1,619,2005-05-31,1493,Penguin Classics,Penguin Classics,Mark Treharne,2,The Guermantes Way  (In Search of Lost Time  #3)
1590,9780143039228,1,619,2005-05-31,1493,Penguin Classics,Penguin Classics,Christopher Prendergast,2,The Guermantes Way  (In Search of Lost Time  #3)
1590,9780143039228,1,619,2005-05-31,1493,Penguin Classics,Penguin Classics,Marcel Proust,2,The Guermantes Way  (In Search of Lost Time  #3)
1591,9780143039310,1,557,2005-11-01,1493,Penguin Classics,Penguin Classics,Terence Kilmartin,1,Sodom and Gomorrah (In Search of Lost Time  #4)
1591,9780143039310,1,557,2005-11-01,1493,Penguin Classics,Penguin Classics,D.J. Enright,1,Sodom and Gomorrah (In Search of Lost Time  #4)
1591,9780143039310,1,557,2005-11-01,1493,Penguin Classics,Penguin Classics,C.K. Scott Moncrieff,1,Sodom and Gomorrah (In Search of Lost Time  #4)
1591,9780143039310,1,557,2005-11-01,1493,Penguin Classics,Penguin Classics,Christopher Prendergast,1,Sodom and Gomorrah (In Search of Lost Time  #4)
1591,9780143039310,1,557,2005-11-01,1493,Penguin Classics,Penguin Classics,John Sturrock,1,Sodom and Gomorrah (In Search of Lost Time  #4)
1592,9780143039426,1,155,2005-10-25,1498,Penguin Group,Penguin Group,Diane Johnson,2,Candide: or  Optimism
1592,9780143039426,1,155,2005-10-25,1498,Penguin Group,Penguin Group,Chris Ware,2,Candide: or  Optimism
1592,9780143039426,1,155,2005-10-25,1498,Penguin Group,Penguin Group,Theo Cuffe,2,Candide: or  Optimism
1592,9780143039426,1,155,2005-10-25,1498,Penguin Group,Penguin Group,Peter Constantine,2,Candide: or  Optimism
1592,9780143039426,1,155,2005-10-25,1498,Penguin Group,Penguin Group,Michael Wood,2,Candide: or  Optimism
1593,9780143039433,1,464,2006-03-28,1493,Penguin Classics,Penguin Classics,Robert DeMott,2,The Grapes of Wrath
1593,9780143039433,1,464,2006-03-28,1493,Penguin Classics,Penguin Classics,Mick Wiggins,2,The Grapes of Wrath
1594,9780143039488,1,336,2008-08-26,1493,Penguin Classics,Penguin Classics,John Steinbeck,3,The Winter of Our Discontent
1594,9780143039488,1,336,2008-08-26,1493,Penguin Classics,Penguin Classics,Susan Shillinglaw,3,The Winter of Our Discontent
1595,9780143039501,1,1278,2006-03-28,1493,Penguin Classics,Penguin Classics,,2,The Complete Novels
1596,9780143039532,1,626,2006-03-28,1476,Penguin Books,Penguin Books,Marion Meade,1,The Portable Dorothy Parker
1596,9780143039532,1,626,2006-03-28,1476,Penguin Books,Penguin Books,Seth,1,The Portable Dorothy Parker
1596,9780143039532,1,626,2006-03-28,1476,Penguin Books,Penguin Books,Dorothy Parker,1,The Portable Dorothy Parker
1597,9780143039563,1,244,2006-02-28,1493,Penguin Classics,Penguin Classics,Scott McKowen,5,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1)
1597,9780143039563,1,244,2006-02-28,1493,Penguin Classics,Penguin Classics,Guy Cardwell,5,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1)
1597,9780143039563,1,244,2006-02-28,1493,Penguin Classics,Penguin Classics,John Seelye,5,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1)
1598,9780143039570,1,586,2006-10-03,1493,Penguin Classics,Penguin Classics,Christopher Hitchens,4,The Adventures of Augie March
1598,9780143039570,1,586,2006-10-03,1493,Penguin Classics,Penguin Classics,Saul Bellow,4,The Adventures of Augie March
1599,9780143039600,1,187,2007-04-05,1493,Penguin Classics,Penguin Classics,,2,The Dharma Bums
1600,9780143039655,1,264,2006-11-02,1493,Penguin Classics,Penguin Classics,R.K. Narayan,1,Malgudi Days
1600,9780143039655,1,264,2006-11-02,1493,Penguin Classics,Penguin Classics,Jhumpa Lahiri,1,Malgudi Days
1601,9780143039709,1,370,2006-09-28,1493,Penguin Classics,Penguin Classics,Edith Wharton,4,The Custom of the Country
1601,9780143039709,1,370,2006-09-28,1493,Penguin Classics,Penguin Classics,Linda Wagner-Martin,4,The Custom of the Country
1602,9780143039723,1,272,2006-06-27,1493,Penguin Classics,Penguin Classics,Paul Theroux,1,Journey Without Maps
1602,9780143039723,1,272,2006-06-27,1493,Penguin Classics,Penguin Classics,Graham Greene,1,Journey Without Maps
1603,9780143039792,1,576,2006-07-25,1493,Penguin Classics,Penguin Classics,,3,Collected Stories
1604,9780143039822,1,130,2006-07-25,1493,Penguin Classics,Penguin Classics,Albert Einstein,4,Relativity: The Special and the General Theory
1604,9780143039822,1,130,2006-07-25,1493,Penguin Classics,Penguin Classics,Robert W. Lawson,4,Relativity: The Special and the General Theory
1604,9780143039822,1,130,2006-07-25,1493,Penguin Classics,Penguin Classics,Nigel Calder,4,Relativity: The Special and the General Theory
1605,9780143039839,1,308,2006-03-28,1493,Penguin Classics,Penguin Classics,Luc Sante,4,The New York Trilogy
1605,9780143039839,1,308,2006-03-28,1493,Penguin Classics,Penguin Classics,Art Spiegelman,4,The New York Trilogy
1605,9780143039839,1,308,2006-03-28,1493,Penguin Classics,Penguin Classics,Paul Auster,4,The New York Trilogy
1606,9780143039846,1,268,2006-10-31,1493,Penguin Classics,Penguin Classics,Haruki Murakami,3,Rashōmon and Seventeen Other Stories
1606,9780143039846,1,268,2006-10-31,1493,Penguin Classics,Penguin Classics,Jay Rubin,3,Rashōmon and Seventeen Other Stories
1606,9780143039846,1,268,2006-10-31,1493,Penguin Classics,Penguin Classics,Ryūnosuke Akutagawa,3,Rashōmon and Seventeen Other Stories
1606,9780143039846,1,268,2006-10-31,1493,Penguin Classics,Penguin Classics,Yoshihiro Tatsumi,3,Rashōmon and Seventeen Other Stories
1607,9780143039853,1,160,2006-05-30,1476,Penguin Books,Penguin Books,,4,The Outsiders
1608,9780143039860,1,715,2006-08-29,1493,Penguin Classics,Penguin Classics,Ken Kesey,1,Sometimes a Great Notion
1608,9780143039860,1,715,2006-08-29,1493,Penguin Classics,Penguin Classics,Charles Bowden,1,Sometimes a Great Notion
1609,9780143039914,1,672,2006-09-28,1476,Penguin Books,Penguin Books,Edgar Allan Poe,3,The Portable Edgar Allan Poe
1609,9780143039914,1,672,2006-09-28,1476,Penguin Books,Penguin Books,J. Gerald Kennedy,3,The Portable Edgar Allan Poe
1610,9780143039938,1,236,2006-09-26,1476,Penguin Books,Penguin Books,Andrew Hurley,3,The Book of Imaginary Beings
1610,9780143039938,1,236,2006-09-26,1476,Penguin Books,Penguin Books,Margarita Guerrero,3,The Book of Imaginary Beings
1610,9780143039938,1,236,2006-09-26,1476,Penguin Books,Penguin Books,Peter Sís,3,The Book of Imaginary Beings
1610,9780143039938,1,236,2006-09-26,1476,Penguin Books,Penguin Books,Jorge Luis Borges,3,The Book of Imaginary Beings
1611,9780143039945,1,776,2006-10-31,1476,Penguin Books,Penguin Books,,2,Gravity's Rainbow
1612,9780143039952,1,541,2006-11-30,1493,Penguin Classics,Penguin Classics,,2,The Odyssey
1613,9780143039969,1,70,2006-12-26,1493,Penguin Classics,Penguin Classics,W.S. Merwin,2,Twenty Love Poems and a Song of Despair
1613,9780143039969,1,70,2006-12-26,1493,Penguin Classics,Penguin Classics,Cristina García,2,Twenty Love Poems and a Song of Despair
1613,9780143039969,1,70,2006-12-26,1493,Penguin Classics,Penguin Classics,Pablo Neruda,2,Twenty Love Poems and a Song of Despair
1614,9780143039990,1,1408,2006-12-01,1476,Penguin Books,Penguin Books,Louise Maude,4,War and Peace
1614,9780143039990,1,1408,2006-12-01,1476,Penguin Books,Penguin Books,A.N. Wilson,4,War and Peace
1614,9780143039990,1,1408,2006-12-01,1476,Penguin Books,Penguin Books,Aylmer Maude,4,War and Peace
1614,9780143039990,1,1408,2006-12-01,1476,Penguin Books,Penguin Books,Henry Gifford,4,War and Peace
1614,9780143039990,1,1408,2006-12-01,1476,Penguin Books,Penguin Books,Constance Garnett,4,War and Peace
1615,9780143058090,1,6,2005-06-16,1473,Penguin Audio,Penguin Audio,,2,Moby Dick
1616,9780143058144,1,671,2002-12-31,1470,Penguin,Penguin,Robin Feuer Miller,2,Crime and Punishment
1616,9780143058144,1,671,2002-12-31,1470,Penguin,Penguin,James D. Hardy Jr.,2,Crime and Punishment
1616,9780143058144,1,671,2002-12-31,1470,Penguin,Penguin,David McDuff,2,Crime and Punishment
1616,9780143058144,1,671,2002-12-31,1470,Penguin,Penguin,Leonard Stanton,2,Crime and Punishment
1616,9780143058144,1,671,2002-12-31,1470,Penguin,Penguin,Sidney Monas,2,Crime and Punishment
1617,9780143058328,2,11,2005-08-04,1473,Penguin Audio,Penguin Audio,Carolyn McCormick,4,Trace (Kay Scarpetta  #13)
1618,9780143059288,1,8,2006-06-15,1508,Penguin-HighBridge,Penguin-HighBridge,,1,The Iliad
1619,9780143104827,1,160,2006-12-26,1493,Penguin Classics,Penguin Classics,Gregary Racz,2,Life Is a Dream
1620,9780143104889,1,186,2007-01-30,1476,Penguin Books,Penguin Books,Edgar Rice Burroughs,2,A Princess of Mars (Barsoom  #1)
1620,9780143104889,1,186,2007-01-30,1476,Penguin Books,Penguin Books,John Seelye,2,A Princess of Mars (Barsoom  #1)
1621,9780143104902,1,1181,2007-01-30,1493,Penguin Classics,Penguin Classics,Christopher Hitchens,3,Black Lamb and Grey Falcon
1621,9780143104902,1,1181,2007-01-30,1493,Penguin Classics,Penguin Classics,Rebecca West,3,Black Lamb and Grey Falcon
1622,9780143104933,1,886,2007-03-01,1470,Penguin,Penguin,Azar Nafisi,3,Shahnameh: The Persian Book of Kings
1622,9780143104933,1,886,2007-03-01,1470,Penguin,Penguin,Abolqasem Ferdowsi,3,Shahnameh: The Persian Book of Kings
1622,9780143104933,1,886,2007-03-01,1470,Penguin,Penguin,Dick Davis,3,Shahnameh: The Persian Book of Kings
1623,9780147712554,1,1556,1999-11-01,1493,Penguin Classics,Penguin Classics,Robert Fagles,2,The Iliad/The Odyssey
1623,9780147712554,1,1556,1999-11-01,1493,Penguin Classics,Penguin Classics,Homer,2,The Iliad/The Odyssey
1623,9780147712554,1,1556,1999-11-01,1493,Penguin Classics,Penguin Classics,Bernard Knox,2,The Iliad/The Odyssey
1624,9780151000883,1,448,1995-05-15,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Anaïs Nin,4,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937)
1624,9780151000883,1,448,1995-05-15,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Gunther Stuhlmann,4,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937)
1625,9780151000890,1,396,1996-11-01,984,Houghton Mifflin,Houghton Mifflin,Anaïs Nin,3,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939"
1625,9780151000890,1,396,1996-11-01,984,Houghton Mifflin,Houghton Mifflin,Gunther Stuhlmann,3,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939"
1626,9780151001361,1,248,1994-12-01,984,Houghton Mifflin,Houghton Mifflin,,1,How to Travel with a Salmon and Other Essays
1627,9780151003075,1,64,1997-09-15,845,Harcourt Brace & Company,Harcourt Brace & Company,Edward Gorey,0,The Curious Sofa
1628,9780151009985,1,194,2002-10-28,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Maureen Howard,1,Mrs. Dalloway
1628,9780151009985,1,194,2002-10-28,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Virginia Woolf,1,Mrs. Dalloway
1629,9780151010264,1,400,2003-06-01,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,George Orwell,2,Animal Farm / 1984
1629,9780151010264,1,400,2003-06-01,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Christopher Hitchens,2,Animal Farm / 1984
1630,9780151012114,2,182,2006-09-05,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Abigail Thomas,2,A Three Dog Life
1631,9780151012268,2,256,2006-08-14,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Hillel Halkin,3,A Woman in Jerusalem
1631,9780151012268,2,256,2006-08-14,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,A.B. Yehoshua,3,A Woman in Jerusalem
1632,9780151012978,1,336,2007-05-07,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Emma Donoghue,3,Landing
1633,9780151015313,2,229,2007-08-06,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Joyce Carol Oates,1,The Museum of Dr. Moses: Tales of Mystery and Suspense
1634,9780151327737,1,245,1979-01-01,847,Harcourt Brace Jovanovich (NY),Harcourt Brace Jovanovich (NY),Arthur C. Clarke,1,The Fountains of Paradise
1635,9780151400034,1,274,1986-12-31,988,Houghton Mifflin Harcourt P,Houghton Mifflin Harcourt P,Anaïs Nin,1,Henry and June: From the Unexpurgated Diary of Anaïs Nin
1636,9780151443666,1,418,1992-10-01,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Gunther Stuhlmann,3,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934"
1636,9780151443666,1,418,1992-10-01,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Rupert Pole,3,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934"
1636,9780151443666,1,418,1992-10-01,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Anaïs Nin,3,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934"
1637,9780151730858,1,283,1973-09-01,841,Harcourt Brace Jovanovich,Harcourt Brace Jovanovich,William Goldman,5,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure
1638,9780151731565,1,84,1984-01-01,988,Houghton Mifflin Harcourt P,Houghton Mifflin Harcourt P,Umberto Eco,1,Postscript to the Name of the Rose
1639,9780152000172,1,64,1998-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,John Clapp,1,The Stone Fey
1639,9780152000172,1,64,1998-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Robin McKinley,1,The Stone Fey
1640,9780152018481,1,44,2003-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,David Shannon,2,How I Became a Pirate
1640,9780152018481,1,44,2003-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Melinda Long,2,How I Became a Pirate
1641,9780152025410,1,212,2001-04-01,1386,Oddysey/Harcourt Young Classics,Oddysey/Harcourt Young Classics,Eleanor Estes,4,The Moffats (The Moffats  #1)
1641,9780152025410,1,212,2001-04-01,1386,Oddysey/Harcourt Young Classics,Oddysey/Harcourt Young Classics,Louis Slobodkin,4,The Moffats (The Moffats  #1)
1642,9780152025656,1,192,2000-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Eleanor Estes,3,Pinky Pye (The Pyes  #2)
1642,9780152025656,1,192,2000-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Edward Ardizzone,3,Pinky Pye (The Pyes  #2)
1643,9780152026103,1,240,2000-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Edward Ardizzone,2,The Witch Family
1643,9780152026103,1,240,2000-09-01,968,HMH Books for Young Readers,HMH Books for Young Readers,Eleanor Estes,2,The Witch Family
1644,9780152045739,1,64,2003-11-01,986,Houghton Mifflin Company,Houghton Mifflin Company,Hildegarde Hoyt Swift,0,The Little Red Lighthouse and the Great Gray Bridge
